-1.497479549935014420e+00,-8.442517316827963247e-01,-1.436206327116066328e+00,-1.734546370391250036e+00,4.887500000000000000e+01,7.704699999999999704e+01,2.298400000000000176e+01,8.156000000000000583e+00,1.248499999999999943e+01,6.538499999999999979e+00,2.940199999999999925e+00,3.957100000000000062e+00,3.923000000000000043e+00,3.879900000000000126e+00
-1.494785743684465151e+00,-8.432435767703759799e-01,-1.433408640583048399e+00,-1.732266155369537763e+00,4.889099999999999824e+01,7.898399999999999466e+01,2.198499999999999943e+01,8.140000000000000568e+00,1.248499999999999943e+01,6.531799999999999606e+00,2.947799999999999976e+00,3.963499999999999801e+00,3.938699999999999868e+00,3.897100000000000009e+00
-1.492036961796149974e+00,-8.432435767703759799e-01,-1.430610954050030470e+00,-1.732266155369537763e+00,4.887500000000000000e+01,7.692199999999999704e+01,2.098400000000000176e+01,8.157000000000000028e+00,1.248399999999999999e+01,6.539299999999999891e+00,2.947099999999999831e+00,3.958699999999999886e+00,3.954200000000000159e+00,3.953399999999999803e+00
-1.489178228632301870e+00,-8.426081850188508193e-01,-1.427723598076851896e+00,-1.730806436129696868e+00,4.887500000000000000e+01,7.796800000000000352e+01,2.201599999999999824e+01,8.156000000000000583e+00,1.248399999999999999e+01,6.552399999999999558e+00,2.947200000000000042e+00,3.977100000000000080e+00,3.941300000000000026e+00,3.901699999999999946e+00
-1.486429446743986471e+00,-8.419346697622346332e-01,-1.424943845431866141e+00,-1.729318094943976813e+00,4.887500000000000000e+01,7.598399999999999466e+01,2.101599999999999824e+01,8.156000000000000583e+00,1.248499999999999943e+01,6.550900000000000389e+00,2.935599999999999987e+00,3.948900000000000077e+00,3.918899999999999828e+00,3.875300000000000189e+00
-1.483625689217904720e+00,-8.409349867398349110e-01,-1.422056489458687345e+00,-1.727066501868144144e+00,4.889099999999999824e+01,7.593800000000000239e+01,2.200000000000000000e+01,8.156000000000000583e+00,1.248399999999999999e+01,6.536900000000000155e+00,2.950499999999999901e+00,3.947400000000000020e+00,3.931799999999999962e+00,3.880599999999999827e+00
-1.480876907329589542e+00,-8.409349867398349110e-01,-1.419258802925669416e+00,-1.727066501868144144e+00,4.892199999999999704e+01,7.596899999999999409e+01,2.096900000000000119e+01,8.140000000000000568e+00,1.251600000000000001e+01,6.546199999999999797e+00,2.943499999999999783e+00,3.960100000000000176e+00,3.933600000000000207e+00,3.891099999999999781e+00
-1.478073149803508013e+00,-8.403123028233400182e-01,-1.416425248616587362e+00,-1.725635404574182408e+00,4.887500000000000000e+01,7.598399999999999466e+01,2.101500000000000057e+01,8.157000000000000028e+00,1.248399999999999999e+01,6.559300000000000352e+00,2.949500000000000011e+00,3.974800000000000111e+00,3.939000000000000057e+00,3.905899999999999928e+00
-1.475324367915192392e+00,-8.396514954017542109e-01,-1.413627562083569433e+00,-1.724156604037088591e+00,4.887500000000000000e+01,7.593699999999999761e+01,1.998400000000000176e+01,8.141000000000000014e+00,1.251600000000000001e+01,6.552200000000000024e+00,2.953500000000000014e+00,3.969899999999999984e+00,3.941800000000000193e+00,3.900999999999999801e+00
-1.472538935601699572e+00,-8.386518123793544888e-01,-1.410794007774487158e+00,-1.721924092258508621e+00,4.895400000000000063e+01,7.598399999999999466e+01,2.000000000000000000e+01,8.156000000000000583e+00,1.293800000000000061e+01,6.552399999999999558e+00,2.955099999999999838e+00,3.970299999999999940e+00,3.856700000000000017e+00,3.837600000000000122e+00
-1.469735178075617821e+00,-8.386518123793544888e-01,-1.407960453465404882e+00,-1.721924092258508621e+00,4.900000000000000000e+01,7.598399999999999466e+01,1.998400000000000176e+01,8.109999999999999432e+00,1.323399999999999999e+01,6.544800000000000395e+00,2.953100000000000058e+00,3.919299999999999784e+00,3.809600000000000097e+00,3.799399999999999888e+00
-1.466931420549536291e+00,-8.380164206278292172e-01,-1.405055163604193913e+00,-1.720492994964546885e+00,4.901599999999999824e+01,7.596899999999999409e+01,2.100000000000000000e+01,8.141000000000000014e+00,1.295299999999999940e+01,6.553799999999999848e+00,2.962800000000000100e+00,3.955499999999999794e+00,3.790900000000000158e+00,3.800100000000000033e+00
-1.464127663023454540e+00,-8.373471413162227872e-01,-1.402221609295111859e+00,-1.718985572481574131e+00,4.914000000000000057e+01,7.598499999999999943e+01,2.100000000000000000e+01,8.140000000000000568e+00,1.275000000000000000e+01,6.561899999999999622e+00,2.948500000000000121e+00,3.915900000000000158e+00,3.812100000000000044e+00,3.800699999999999967e+00
-1.461378881135139141e+00,-8.363686380188739555e-01,-1.399388054986029806e+00,-1.716762601351620621e+00,4.914000000000000057e+01,7.598399999999999466e+01,2.096900000000000119e+01,7.937000000000000277e+00,1.250000000000000000e+01,6.553300000000000125e+00,2.956900000000000084e+00,3.931799999999999962e+00,3.842999999999999972e+00,3.763900000000000023e+00
-1.458630099246823741e+00,-8.363686380188739555e-01,-1.396590368453011877e+00,-1.716762601351620621e+00,4.907900000000000063e+01,7.596899999999999409e+01,1.998400000000000176e+01,7.891000000000000014e+00,1.259399999999999942e+01,6.660700000000000287e+00,2.864300000000000068e+00,3.960100000000000176e+00,3.858099999999999863e+00,3.851199999999999957e+00
-1.455844666933330700e+00,-8.357459541023790628e-01,-1.393756814143929379e+00,-1.715379207300790743e+00,4.903099999999999881e+01,7.598499999999999943e+01,1.993799999999999883e+01,7.842999999999999972e+00,1.240700000000000003e+01,6.750899999999999679e+00,2.806299999999999795e+00,4.001000000000000334e+00,3.830299999999999816e+00,3.796400000000000219e+00
-1.453040909407249170e+00,-8.350766747907726328e-01,-1.390923259834847325e+00,-1.713871784817817989e+00,4.904599999999999937e+01,7.595300000000000296e+01,2.001599999999999824e+01,7.905999999999999694e+00,1.232799999999999940e+01,6.274700000000000166e+00,3.171499999999999986e+00,4.012599999999999945e+00,3.794200000000000017e+00,3.784199999999999786e+00
